FIPS, Name , Race ,Total,Employed,Unemployed,NILF
48029c," Bexar County, TX ", All other non-Hispanic ,16980,12929,,3381
48029c," Bexar County, TX ", Latino ,680882,471946,29434,179502
48029c," Bexar County, TX ", Non-Hispanic American Indian ,1320,,,
48029c," Bexar County, TX ", Non-Hispanic Asian ,36604,26173,,9604
48029c," Bexar County, TX ", Non-Hispanic black ,85193,58372,4779,22042
48029c," Bexar County, TX ", Non-Hispanic white ,330355,242362,11490,76503
48029c," Bexar County, TX ", Total ,1151334,812691,47366,291277
48085c," Collin County, TX ", All other non-Hispanic ,8054,5781,,1896
48085c," Collin County, TX ", Latino ,83476,63724,2150,17602
48085c," Collin County, TX ", Non-Hispanic American Indian ,2018,1230,,
48085c," Collin County, TX ", Non-Hispanic Asian ,82873,61186,1905,19782
48085c," Collin County, TX ", Non-Hispanic black ,55710,44583,2306,8821
48085c," Collin County, TX ", Non-Hispanic white ,341048,268902,10395,61751
48085c," Collin County, TX ", Total ,573179,445406,17133,110640
48113c," Dallas County, TX ", All other non-Hispanic ,26056,19859,943,5254
48113c," Dallas County, TX ", Latino ,604680,447192,21831,135657
48113c," Dallas County, TX ", Non-Hispanic American Indian ,2219,1556,,
48113c," Dallas County, TX ", Non-Hispanic Asian ,104913,75099,5019,24795
48113c," Dallas County, TX ", Non-Hispanic black ,357243,251030,22007,84206
48113c," Dallas County, TX ", Non-Hispanic white ,500145,392652,13763,93730
48113c," Dallas County, TX ", Total ,1595256,1187388,63595,344273
48121c," Denton County, TX ", All other non-Hispanic ,8894,7268,,1018
48121c," Denton County, TX ", Latino ,89483,67507,3728,18248
48121c," Denton County, TX ", Non-Hispanic American Indian ,1190,834,,
48121c," Denton County, TX ", Non-Hispanic Asian ,41745,30837,955,9953
48121c," Denton County, TX ", Non-Hispanic black ,50346,41108,2334,6904
48121c," Denton County, TX ", Non-Hispanic white ,307511,247298,11150,49063
48121c," Denton County, TX ", Total ,499169,394852,18798,85519
48141a," El Paso, TX ", All other non-Hispanic ,2746,1606,,
48141a," El Paso, TX ", Latino ,316950,217705,13568,85677
48141a," El Paso, TX ", Non-Hispanic American Indian ,673,324,,
48141a," El Paso, TX ", Non-Hispanic Asian ,6403,4407,,1776
48141a," El Paso, TX ", Non-Hispanic black ,13792,10258,,2867
48141a," El Paso, TX ", Non-Hispanic white ,51635,34884,3076,13675
48141a," El Paso, TX ", Total ,392199,269184,17722,105293
48157c," Fort Bend County, TX ", All other non-Hispanic ,4953,3604,,1210
48157c," Fort Bend County, TX ", Latino ,103843,78220,3378,22245
48157c," Fort Bend County, TX ", Non-Hispanic Asian ,88277,62516,2072,23689
48157c," Fort Bend County, TX ", Non-Hispanic black ,91530,69096,5256,17178
48157c," Fort Bend County, TX ", Non-Hispanic white ,151892,114837,3557,33498
48157c," Fort Bend County, TX ", Total ,440495,328273,14402,97820
48201c," Harris County, TX ", All other non-Hispanic ,37565,26802,2578,8185
48201c," Harris County, TX ", Latino ,1164880,860052,43694,261134
48201c," Harris County, TX ", Non-Hispanic American Indian ,4479,3405,,
48201c," Harris County, TX ", Non-Hispanic Asian ,213473,148786,7952,56735
48201c," Harris County, TX ", Non-Hispanic black ,532850,380082,37572,115196
48201c," Harris County, TX ", Non-Hispanic white ,898577,673353,34451,190773
48201c," Harris County, TX ", Total ,2851824,2092480,126247,633097
48215c," Hidalgo County, TX ", All other non-Hispanic ,,,,
48215c," Hidalgo County, TX ", Latino ,428927,265086,26262,137579
48215c," Hidalgo County, TX ", Non-Hispanic American Indian ,,,,
48215c," Hidalgo County, TX ", Non-Hispanic Asian ,5761,4280,,1481
48215c," Hidalgo County, TX ", Non-Hispanic black ,,,,
48215c," Hidalgo County, TX ", Non-Hispanic white ,24033,16328,2339,5366
48215c," Hidalgo County, TX ", Total ,462191,287803,28686,145702
48439c," Tarrant County, TX ", All other non-Hispanic ,20694,15714,,4358
48439c," Tarrant County, TX ", Latino ,329279,244314,10756,74209
48439c," Tarrant County, TX ", Non-Hispanic American Indian ,4628,3126,,1362
48439c," Tarrant County, TX ", Non-Hispanic Asian ,72225,53362,2542,16321
48439c," Tarrant County, TX ", Non-Hispanic black ,193665,144263,9522,39880
48439c," Tarrant County, TX ", Non-Hispanic white ,604448,462373,20897,121178
48439c," Tarrant County, TX ", Total ,1224939,923152,44479,257308
48453c," Travis County, TX ", All other non-Hispanic ,14394,10259,,3194
48453c," Travis County, TX ", Latino ,251870,192754,9507,49609
48453c," Travis County, TX ", Non-Hispanic American Indian ,848,,,
48453c," Travis County, TX ", Non-Hispanic Asian ,54153,40421,,12949
48453c," Travis County, TX ", Non-Hispanic black ,61633,45148,2563,13922
48453c," Travis County, TX ", Non-Hispanic white ,402250,323164,11862,67224
48453c," Travis County, TX ", Total ,785148,612243,25768,147137
49035c," Salt Lake County, UT ", All other non-Hispanic ,11704,8333,,2586
49035c," Salt Lake County, UT ", Latino ,114639,92826,2537,19276
49035c," Salt Lake County, UT ", Non-Hispanic American Indian ,5661,3561,,
49035c," Salt Lake County, UT ", Non-Hispanic Asian ,36477,27189,,8619
49035c," Salt Lake County, UT ", Non-Hispanic black ,12578,9988,,1635
49035c," Salt Lake County, UT ", Non-Hispanic white ,495819,384097,16074,95648
49035c," Salt Lake County, UT ", Total ,676878,525994,21923,128961
49049c," Utah County, UT ", All other non-Hispanic ,6581,4278,,1480
49049c," Utah County, UT ", Latino ,35898,28080,1193,6625
49049c," Utah County, UT ", Non-Hispanic American Indian ,1991,,,
49049c," Utah County, UT ", Non-Hispanic Asian ,9154,6824,,1840
49049c," Utah County, UT ", Non-Hispanic black ,,,,
49049c," Utah County, UT ", Non-Hispanic white ,264382,197101,6151,61130
49049c," Utah County, UT ", Total ,319372,238430,8657,72285
51059c," Fairfax County, VA ", All other non-Hispanic ,24022,17925,,5126
51059c," Fairfax County, VA ", Latino ,122228,102117,6041,14070
51059c," Fairfax County, VA ", Non-Hispanic American Indian ,,,,
51059c," Fairfax County, VA ", Non-Hispanic Asian ,149125,113880,5000,30245
51059c," Fairfax County, VA ", Non-Hispanic black ,67691,54789,3662,9240
51059c," Fairfax County, VA ", Non-Hispanic white ,376775,299286,12127,65362
51059c," Fairfax County, VA ", Total ,740508,588584,27881,124043
53033a," Seattle, WA ", All other non-Hispanic ,21574,16313,,4445
53033a," Seattle, WA ", Latino ,29595,23166,,5601
53033a," Seattle, WA ", Non-Hispanic American Indian ,2265,,,
53033a," Seattle, WA ", Non-Hispanic Asian ,73512,52640,2724,18148
53033a," Seattle, WA ", Non-Hispanic black ,31763,21036,3712,7015
53033a," Seattle, WA ", Non-Hispanic white ,329204,280594,9010,39600
53033a," Seattle, WA ", Total ,487913,395212,17174,75527
53033b," King County (excluding Seattle), WA ", All other non-Hispanic ,28968,20510,1753,6705
53033b," King County (excluding Seattle), WA ", Latino ,92774,71908,3601,17265
53033b," King County (excluding Seattle), WA ", Non-Hispanic American Indian ,4889,3355,,1009
53033b," King County (excluding Seattle), WA ", Non-Hispanic Asian ,180887,132258,6071,42558
53033b," King County (excluding Seattle), WA ", Non-Hispanic black ,50289,37129,2851,10309
53033b," King County (excluding Seattle), WA ", Non-Hispanic white ,541094,423287,18246,99561
53033b," King County (excluding Seattle), WA ", Total ,898901,688447,33047,177407
53053c," Pierce County, WA ", All other non-Hispanic ,23068,16482,,5541
53053c," Pierce County, WA ", Latino ,46105,29151,3031,13923
53053c," Pierce County, WA ", Non-Hispanic American Indian ,5367,2491,,2085
53053c," Pierce County, WA ", Non-Hispanic Asian ,43004,28587,1688,12729
53053c," Pierce County, WA ", Non-Hispanic black ,38117,28468,2868,6781
53053c," Pierce County, WA ", Non-Hispanic white ,353778,246590,17132,90056
53053c," Pierce County, WA ", Total ,509439,351769,26555,131115
53061c," Snohomish County, WA ", All other non-Hispanic ,21644,16920,,3702
53061c," Snohomish County, WA ", Latino ,42890,34955,,6533
53061c," Snohomish County, WA ", Non-Hispanic American Indian ,3190,1583,,1607
53061c," Snohomish County, WA ", Non-Hispanic Asian ,53101,38008,2244,12849
53061c," Snohomish County, WA ", Non-Hispanic black ,13312,11135,,1664
53061c," Snohomish County, WA ", Non-Hispanic white ,353719,268454,13856,71409
53061c," Snohomish County, WA ", Total ,487856,371055,19037,97764
55079a," Milwaukee, WI ", All other non-Hispanic ,6192,4794,,
55079a," Milwaukee, WI ", Latino ,60573,41737,3040,15796
55079a," Milwaukee, WI ", Non-Hispanic American Indian ,,,,
55079a," Milwaukee, WI ", Non-Hispanic Asian ,11174,7929,,3076
55079a," Milwaukee, WI ", Non-Hispanic black ,135976,82343,14683,38950
55079a," Milwaukee, WI ", Non-Hispanic white ,115857,89338,4208,22311
55079a," Milwaukee, WI ", Total ,330637,226463,22559,81615
